player_name,date,market_value,player_club,age
Anthony Knockaert,2020-12-22,€4.00m,Nottingham Forest,29
Anthony Knockaert,2021-06-08,€3.00m,Fulham FC,29
Anthony Martial,2014-01-14,€4.75m,AS Monaco,18
Anthony Martial,2016-02-09,€30.00m,Manchester United,20
Anthony Martial,2016-06-01,€32.00m,Manchester United,20
Anthony Martial,2017-10-23,€35.00m,Manchester United,21
Anthony Martial,2018-05-28,€65.00m,Manchester United,22
Anthony Martial,2018-10-17,€60.00m,Manchester United,22
Anthony Martial,2020-07-30,€58.00m,Manchester United,24
Anthony Martial,2020-10-13,€60.00m,Manchester United,24
Anthony Martial,2021-03-18,€50.00m,Manchester United,25
Anthony Martial,2021-06-08,€45.00m,Manchester United,25
Anthony Martial,2021-10-05,€35.00m,Manchester United,25
Antoine Griezmann,2009-09-04,€100Th.,Real Sociedad B,18
Antoine Griezmann,2010-04-05,€2.00m,Real Sociedad B,19
Antoine Griezmann,2010-08-20,€4.00m,Real Sociedad,19
Antoine Griezmann,2014-01-23,€25.00m,Real Sociedad,22
Antoine Griezmann,2014-07-20,€30.00m,Real Sociedad,23
Antoine Griezmann,2015-01-23,€35.00m,Atlético de Madrid,23
Antoine Griezmann,2015-07-01,€45.00m,Atlético de Madrid,24
Antoine Griezmann,2016-02-22,€60.00m,Atlético de Madrid,24
Antoine Griezmann,2018-05-30,€100.00m,Atlético de Madrid,27
Antoine Griezmann,2018-07-16,€120.00m,Atlético de Madrid,27
Antoine Griezmann,2018-10-31,€150.00m,Atlético de Madrid,27
Antoine Griezmann,2019-06-11,€130.00m,Atlético de Madrid,28
Antoine Griezmann,2019-12-20,€120.00m,FC Barcelona,28
Antoine Griezmann,2020-04-08,€96.00m,FC Barcelona,29
Antoine Griezmann,2020-10-08,€80.00m,FC Barcelona,29
Antoine Griezmann,2021-06-01,€60.00m,FC Barcelona,30
Antoine Griezmann,2021-10-13,€50.00m,Atlético de Madrid,30
Antonin Barak,2016-10-16,€600Th.,SK Slavia Prague,21
Antonin Barak,2017-04-15,€2.00m,SK Slavia Prague,22
Antonin Barak,2017-12-29,€8.50m,Udinese Calcio,23
Antonin Barak,2018-03-24,€12.00m,Udinese Calcio,23
Antonin Barak,2018-12-20,€12.00m,Udinese Calcio,24
Antonin Barak,2019-06-06,€12.00m,Udinese Calcio,24
Antonin Barak,2019-12-12,€10.00m,Udinese Calcio,25
Anwar El Ghazi,2015-11-11,€6.50m,Ajax Amsterdam,20
Anwar El Ghazi,2016-02-05,€7.00m,Ajax Amsterdam,20
Anwar El Ghazi,2016-07-15,€7.00m,Ajax Amsterdam,21
Anwar El Ghazi,2017-01-18,€6.50m,Ajax Amsterdam,21
Anwar El Ghazi,2017-06-01,€6.00m,LOSC Lille,22
Anwar El Ghazi,2018-01-24,€6.00m,LOSC Lille,22
Anwar El Ghazi,2021-03-18,€10.00m,Aston Villa,25
Anwar El Ghazi,2021-06-08,€13.00m,Aston Villa,26
Arkadiusz Milik,2019-12-12,€40.00m,SSC Napoli,25
Arkadiusz Milik,2020-04-08,€32.00m,SSC Napoli,26
Arkadiusz Milik,2020-08-25,€32.00m,SSC Napoli,26
Arkadiusz Milik,2020-10-29,€27.00m,SSC Napoli,26
Arkadiusz Milik,2021-05-31,€22.00m,Olympique Marseille,27
Arkadiusz Milik,2021-10-08,€20.00m,Olympique Marseille,27
Arnaud Kalimuendo,2021-04-09,€10.00m,RC Lens,19
Arne Maier,2018-10-22,€15.00m,Hertha BSC,19
Arne Maier,2018-12-18,€15.00m,Hertha BSC,19
Arne Maier,2019-03-06,€22.00m,Hertha BSC,20
Arne Maier,2019-06-05,€24.00m,Hertha BSC,20
Arne Maier,2019-12-17,€20.00m,Hertha BSC,20
Arne Maier,2020-09-16,€13.50m,Hertha BSC,21
Arne Maier,2020-11-26,€10.00m,Arminia Bielefeld,21
Arne Maier,2021-02-10,€5.00m,Arminia Bielefeld,22
Arne Maier,2021-06-09,€7.00m,Arminia Bielefeld,22
Arne Maier,2021-10-07,€5.00m,FC Augsburg,22
Arthur,2019-12-20,€70.00m,FC Barcelona,23
Arthur,2020-04-08,€56.00m,FC Barcelona,23
Arthur,2020-10-29,€60.00m,Juventus FC,24
Arthur,2020-12-29,€50.00m,Juventus FC,24
Arthur,2021-06-03,€40.00m,Juventus FC,24
Arthur,2021-10-14,€35.00m,Juventus FC,25
Arthur,2021-12-28,€25.00m,Juventus FC,25
Arthur Zagre,2019-12-19,€7.00m,AS Monaco,18
Arthur Zagre,2020-04-08,€6.30m,AS Monaco,18
Arthur Zagre,2021-04-09,€3.50m,Dijon FCO,19
Arthur Zagre,2021-06-04,€2.50m,Dijon FCO,19
Arthur Zagre,2021-10-04,€2.00m,FC Utrecht,20
Arturo Vidal,2010-11-23,€14.00m,Bayer 04 Leverkusen,23
Arturo Vidal,2011-06-29,€20.00m,Bayer 04 Leverkusen,24
Arturo Vidal,2012-01-11,€20.00m,Juventus FC,24
Arturo Vidal,2012-06-08,€24.00m,Juventus FC,25
Arturo Vidal,2012-11-07,€28.00m,Juventus FC,25
Arturo Vidal,2013-06-19,€35.00m,Juventus FC,26
Arturo Vidal,2013-09-25,€40.00m,Juventus FC,26
Arturo Vidal,2014-07-11,€45.00m,Juventus FC,27
Arturo Vidal,2015-01-07,€42.00m,Juventus FC,27
Arturo Vidal,2015-07-01,€42.00m,Juventus FC,28
Arturo Vidal,2016-02-15,€37.00m,Bayern Munich,28
Arturo Vidal,2016-07-22,€40.00m,Bayern Munich,29
Arturo Vidal,2017-02-07,€37.00m,Bayern Munich,29
Arturo Vidal,2017-12-28,€35.00m,Bayern Munich,30
Arturo Vidal,2018-06-05,€35.00m,Bayern Munich,31
Arturo Vidal,2018-10-31,€25.00m,FC Barcelona,31
Arturo Vidal,2019-02-28,€18.00m,FC Barcelona,31
Arturo Vidal,2019-12-20,€14.00m,FC Barcelona,32
Arturo Vidal,2020-10-29,€10.00m,Inter Milan,33
Arturo Vidal,2020-12-29,€8.00m,Inter Milan,33
Arturo Vidal,2021-03-23,€6.00m,Inter Milan,33
Aurélien Tchouaméni,2018-12-17,€5.00m,FC Girondins Bordeaux,18
Aurélien Tchouaméni,2019-03-07,€7.00m,FC Girondins Bordeaux,19
Aurélien Tchouaméni,2020-02-11,€17.00m,AS Monaco,20
Axel Disasi,2016-02-04,€100Th.,Paris FC,17
Axel Disasi,2018-05-16,€400Th.,Stade Reims,20
Axel Disasi,2018-12-17,€400Th.,Stade Reims,20
Axel Disasi,2019-06-03,€400Th.,Stade Reims,21
Axel Disasi,2020-03-13,€8.00m,Stade Reims,22
Axel Tuanzebe,2018-02-27,€1.00m,Aston Villa,20
Axel Tuanzebe,2019-06-13,€7.00m,Manchester United,21
Axel Tuanzebe,2019-12-10,€10.00m,Manchester United,22
Axel Tuanzebe,2020-04-08,€8.00m,Manchester United,22
Axel Tuanzebe,2020-10-13,€8.00m,Manchester United,22
Axel Tuanzebe,2021-03-18,€8.00m,Manchester United,23
Axel Tuanzebe,2021-06-08,€8.00m,Manchester United,23
Ayoze Pérez,2015-07-01,€7.00m,Newcastle United,21
Ayoze Pérez,2016-02-09,€8.00m,Newcastle United,22
Ayoze Pérez,2016-09-01,€8.00m,Newcastle United,23
Ayoze Pérez,2019-06-13,€20.00m,Newcastle United,25
Ayoze Pérez,2019-12-10,€30.00m,Leicester City,26
Ayoze Pérez,2020-04-08,€24.00m,Leicester City,26
Ayoze Pérez,2020-10-13,€20.00m,Leicester City,27
Ayoze Pérez,2021-03-18,€18.00m,Leicester City,27
Ayoze Pérez,2021-06-08,€18.00m,Leicester City,27
Aïssa Mandi,2015-01-14,€3.00m,Stade Reims,23
Aïssa Mandi,2015-06-06,€4.00m,Stade Reims,23
Aïssa Mandi,2017-01-24,€5.00m,Real Betis Balompié,25
Aïssa Mandi,2019-12-20,€20.00m,Real Betis Balompié,28
Aïssa Mandi,2020-04-08,€16.00m,Real Betis Balompié,28
Aïssa Mandi,2020-07-23,€12.00m,Real Betis Balompié,28
Aïssa Mandi,2020-10-08,€10.00m,Real Betis Balompié,28
Aïssa Mandi,2020-11-23,€8.00m,Real Betis Balompié,29
Aïssa Mandi,2021-06-10,€8.00m,Real Betis Balompié,29
Baptiste Santamaria,2018-10-24,€4.00m,SCO Angers,23
Baptiste Santamaria,2019-06-03,€6.00m,SCO Angers,24
Baptiste Santamaria,2019-09-27,€8.00m,SCO Angers,24
Baptiste Santamaria,2019-12-19,€9.00m,SCO Angers,24
Baptiste Santamaria,2021-02-10,€15.00m,SC Freiburg,25
Baptiste Santamaria,2021-06-09,€15.00m,SC Freiburg,26
Ben Chilwell,2019-12-10,€50.00m,Leicester City,22
Ben Chilwell,2020-04-08,€40.00m,Leicester City,23
Ben Chilwell,2020-10-13,€50.00m,Chelsea FC,23
Ben Chilwell,2021-03-18,€50.00m,Chelsea FC,24
Ben Chilwell,2021-05-28,€45.00m,Chelsea FC,24
Ben Chilwell,2021-10-05,€38.00m,Chelsea FC,24
Ben Gibson,2013-03-02,€250Th.,Middlesbrough FC,20
Ben Gibson,2013-07-12,€250Th.,Middlesbrough FC,20
Ben Gibson,2017-02-20,€6.00m,Middlesbrough FC,24
Ben Gibson,2017-06-28,€8.00m,Middlesbrough FC,24
Ben Gibson,2018-02-27,€10.00m,Middlesbrough FC,25
Ben Gibson,2018-08-13,€15.00m,Burnley FC,25
Ben Gibson,2018-12-19,€15.00m,Burnley FC,25
Ben Gibson,2019-06-13,€10.00m,Burnley FC,26
Ben Gibson,2019-12-10,€8.00m,Burnley FC,26
Ben Gibson,2020-07-30,€4.50m,Burnley FC,27
Ben Gibson,2021-06-08,€7.00m,Burnley FC,28
Benito Raman,2013-06-25,€1.00m,Beerschot AC,18
Benito Raman,2014-02-13,€1.00m,KV Kortrijk,19
Benito Raman,2014-06-28,€1.00m,KV Kortrijk,19
Benito Raman,2014-10-05,€1.50m,KAA Gent,19
Benito Raman,2015-01-07,€2.50m,KAA Gent,20
Benito Raman,2015-06-24,€3.00m,KAA Gent,20
Benito Raman,2016-02-07,€2.00m,Sint-Truidense VV,21
Benito Raman,2018-12-18,€3.00m,Fortuna Düsseldorf,24
Benito Raman,2019-03-06,€4.50m,Fortuna Düsseldorf,24
Benito Raman,2019-10-02,€10.00m,FC Schalke 04,24
Benito Raman,2020-04-08,€8.00m,FC Schalke 04,25
Benito Raman,2020-11-26,€6.00m,FC Schalke 04,26
Benito Raman,2021-06-09,€3.00m,FC Schalke 04,26
Benjamin André,2018-06-04,€10.00m,Stade Rennais FC,27
Benjamin André,2018-12-17,€10.00m,Stade Rennais FC,28
Benjamin André,2019-06-03,€10.00m,Stade Rennais FC,28
Benjamin André,2020-10-15,€10.00m,LOSC Lille,30
Benjamin Henrichs,2018-10-24,€16.00m,AS Monaco,21
Benjamin Henrichs,2019-06-03,€15.00m,AS Monaco,22
Benjamin Henrichs,2019-12-19,€15.00m,AS Monaco,22
Benjamin Henrichs,2020-04-08,€12.00m,AS Monaco,23
Benjamin Henrichs,2021-02-10,€12.00m,RB Leipzig,23
Benjamin Henrichs,2021-06-09,€12.00m,RB Leipzig,24
Benjamin Henrichs,2021-10-07,€9.00m,RB Leipzig,24
Benjamin Lecomte,2015-01-14,€1.50m,FC Lorient,23
Benjamin Lecomte,2015-06-06,€2.00m,FC Lorient,24
Benjamin Lecomte,2016-02-04,€2.50m,FC Lorient,24
Benjamin Lecomte,2016-07-13,€3.50m,FC Lorient,25
Benjamin Lecomte,2017-01-16,€3.00m,FC Lorient,25
Benjamin Lecomte,2019-03-07,€12.50m,Montpellier HSC,27
Benjamin Lecomte,2019-09-27,€14.00m,AS Monaco,28
Benjamin Lecomte,2020-04-08,€11.00m,AS Monaco,28
Benjamin Lecomte,2020-10-12,€11.00m,AS Monaco,29
Benjamin Lecomte,2021-06-04,€10.00m,AS Monaco,30
Benjamin Lecomte,2021-10-13,€9.00m,Atlético de Madrid,30
Bertrand Traoré,2012-01-20,€175Th.,AJ Auxerre U17,16
Bertrand Traoré,2015-02-16,€2.50m,Vitesse Arnhem,19
Bertrand Traoré,2018-01-24,€12.00m,Olympique Lyon,22
Bertrand Traoré,2018-06-04,€18.00m,Olympique Lyon,22
Bertrand Traoré,2018-12-17,€18.00m,Olympique Lyon,23
Bertrand Traoré,2019-06-03,€15.00m,Olympique Lyon,23
Billy Gilmour,2019-12-10,€3.00m,Chelsea FC U23,18
Billy Gilmour,2020-03-09,€6.00m,Chelsea FC,18
Billy Gilmour,2020-10-13,€7.50m,Chelsea FC,19
Borja Iglesias,2018-10-31,€20.00m,RCD Espanyol Barcelona,25
Borja Iglesias,2019-06-11,€28.00m,RCD Espanyol Barcelona,26
Borja Iglesias,2020-03-05,€18.00m,Real Betis Balompié,27
Borja Iglesias,2020-07-23,€12.00m,Real Betis Balompié,27
Borja Iglesias,2020-10-08,€8.00m,Real Betis Balompié,27
Borja Mayoral,2018-01-01,€7.50m,Real Madrid,20
Borja Mayoral,2018-05-30,€7.50m,Real Madrid,21
Borja Mayoral,2019-06-11,€4.00m,Levante UD,22
Borja Mayoral,2019-12-20,€4.00m,Levante UD,22
Borja Mayoral,2020-07-23,€10.00m,Real Madrid,23
Borja Mayoral,2020-12-29,€10.00m,AS Roma,23
Borja Mayoral,2021-03-23,€14.00m,AS Roma,23
Borja Mayoral,2021-06-03,€14.00m,AS Roma,24
Borja Mayoral,2021-12-28,€10.00m,AS Roma,24
Boubakary Soumaré,2018-06-04,€5.00m,LOSC Lille,19
Boubakary Soumaré,2019-12-19,€22.00m,LOSC Lille,20
Boubakary Soumaré,2020-02-11,€27.00m,LOSC Lille,20
Boubakary Soumaré,2020-04-08,€24.50m,LOSC Lille,21
Boubakary Soumaré,2020-10-15,€24.50m,LOSC Lille,21
Boulaye Dia,2019-12-19,€5.50m,Stade Reims,23
Bouna Sarr,2015-06-06,€1.50m,FC Metz,23
Bouna Sarr,2015-09-06,€2.00m,Olympique Marseille,23
Bouna Sarr,2016-02-04,€2.00m,Olympique Marseille,24
Bouna Sarr,2018-06-04,€6.00m,Olympique Marseille,26
Bouna Sarr,2018-10-24,€8.00m,Olympique Marseille,26
Bouna Sarr,2020-08-03,€9.00m,Olympique Marseille,28
Bouna Sarr,2021-02-10,€5.50m,Bayern Munich,29
Bouna Sarr,2021-06-09,€4.00m,Bayern Munich,29
Bouna Sarr,2021-10-07,€3.00m,Bayern Munich,29
Brahim Díaz,2019-02-28,€17.00m,Real Madrid,19
Brahim Díaz,2019-06-11,€17.00m,Real Madrid,19
Brahim Díaz,2019-12-20,€15.00m,Real Madrid,20
Brahim Díaz,2021-10-14,€23.00m,AC Milan,22
Brahim Díaz,2021-12-28,€25.00m,AC Milan,22
Brandon Williams,2020-03-09,€12.00m,Manchester United,19
Brandon Williams,2020-04-08,€11.00m,Manchester United,19
Brandon Williams,2020-10-13,€11.00m,Manchester United,20
Brandon Williams,2021-03-18,€10.00m,Manchester United,20
Brandon Williams,2021-06-08,€10.00m,Manchester United,20
Breel Embolo,2015-09-29,€16.00m,FC Basel 1893,18
Breel Embolo,2015-12-18,€16.00m,FC Basel 1893,18
Breel Embolo,2016-04-20,€20.00m,FC Basel 1893,19
Breel Embolo,2016-06-01,€20.00m,FC Basel 1893,19
Breel Embolo,2017-02-07,€20.00m,FC Schalke 04,19
Breel Embolo,2017-06-19,€20.00m,FC Schalke 04,20
Breel Embolo,2017-12-28,€18.00m,FC Schalke 04,20
Breel Embolo,2018-06-05,€18.00m,FC Schalke 04,21
Breel Embolo,2019-06-05,€14.00m,FC Schalke 04,22
Breel Embolo,2019-12-17,€16.00m,Borussia Mönchengladbach,22
Breel Embolo,2020-04-08,€13.00m,Borussia Mönchengladbach,23
Breel Embolo,2020-07-08,€16.00m,Borussia Mönchengladbach,23
Breel Embolo,2021-02-10,€16.00m,Borussia Mönchengladbach,23
Breel Embolo,2021-05-25,€16.00m,Borussia Mönchengladbach,24
Bruno Guimarães,2018-05-23,€400Th.,Atlético Paranaense,20
Bruno Guimarães,2019-02-18,€2.00m,Club Athletico Paranaense,21
Bruno Guimarães,2021-06-04,€30.00m,Olympique Lyon,23
Bryan Cristante,2019-06-06,€25.00m,AS Roma,24
Bryan Cristante,2019-12-12,€25.00m,AS Roma,24
Bryan Cristante,2020-04-08,€20.00m,AS Roma,25
Bryan Cristante,2020-08-25,€18.00m,AS Roma,25
Bryan Cristante,2021-10-14,€20.00m,AS Roma,26
Bryan Gil,2019-06-11,€10.00m,Sevilla FC,18
Bryan Gil,2019-12-20,€10.00m,Sevilla FC,18
Bryan Gil,2021-06-10,€30.00m,SD Eibar,20
Bryan Gil,2021-12-23,€28.00m,Tottenham Hotspur,20
Calum Chambers,2014-08-12,€12.00m,Arsenal FC,19
Calum Chambers,2015-02-12,€12.00m,Arsenal FC,20
Calum Chambers,2015-07-01,€12.00m,Arsenal FC,20
Calum Chambers,2017-06-28,€14.00m,Arsenal FC,22
Calum Chambers,2019-06-13,€14.00m,Arsenal FC,24
Calum Chambers,2019-12-10,€18.00m,Arsenal FC,24
Calum Chambers,2020-04-08,€14.50m,Arsenal FC,25
Calum Chambers,2020-10-13,€14.50m,Arsenal FC,25
Calum Chambers,2021-03-18,€12.00m,Arsenal FC,26
Calum Chambers,2021-06-08,€12.00m,Arsenal FC,26
Carles Aleñá,2018-12-21,€15.00m,FC Barcelona,20
Carles Aleñá,2019-02-28,€25.00m,FC Barcelona,21
Carles Aleñá,2019-06-11,€30.00m,FC Barcelona,21
Carles Aleñá,2019-12-20,€20.00m,FC Barcelona,21
Carles Aleñá,2020-04-08,€18.00m,Real Betis Balompié,22
Carles Aleñá,2020-10-08,€18.00m,FC Barcelona,22
Carles Aleñá,2021-01-05,€15.00m,FC Barcelona,23
Carles Aleñá,2021-06-10,€15.00m,Getafe CF,23
Carles Pérez,2018-01-01,€500Th.,FC Barcelona B,19
Carles Pérez,2018-03-02,€1.50m,FC Barcelona B,20
Carles Pérez,2018-05-30,€1.50m,FC Barcelona B,20
Carles Pérez,2018-08-07,€1.50m,FC Barcelona B,20
Carles Pérez,2019-02-19,€1.50m,FC Barcelona B,21
Carles Pérez,2020-04-08,€9.00m,AS Roma,22
Carles Pérez,2020-08-25,€9.00m,AS Roma,22
Carles Pérez,2020-12-29,€9.00m,AS Roma,22
Carles Pérez,2021-06-03,€8.00m,AS Roma,23
Carles Pérez,2021-12-28,€7.00m,AS Roma,23
Carlos Fernández,2016-07-15,€700Th.,Sevilla Atlético,20
Carlos Fernández,2017-01-24,€1.00m,Sevilla Atlético,20
Carlos Fernández,2017-06-29,€1.00m,Sevilla Atlético,21
Carlos Fernández,2018-01-01,€1.00m,Sevilla Atlético,21
Carlos Fernández,2018-05-30,€1.00m,Sevilla Atlético,22
Carlos Fernández,2019-02-19,€1.50m,Deportivo de La Coruña,22
Carlos Fernández,2020-03-05,€4.00m,Granada CF,23
Carlos Fernández,2020-07-23,€10.00m,Sevilla FC,24
Carlos Fernández,2020-10-08,€10.00m,Sevilla FC,24
Carlos Fernández,2021-01-05,€9.00m,Sevilla FC,24
Carlos Fernández,2021-06-10,€9.00m,Real Sociedad,25
Cengiz Ünder,2019-06-06,€35.00m,AS Roma,21
Cengiz Ünder,2019-12-12,€35.00m,AS Roma,22
Cengiz Ünder,2020-03-03,€30.00m,AS Roma,22
Cengiz Ünder,2020-08-25,€23.00m,AS Roma,23
Cengiz Ünder,2021-03-18,€20.00m,Leicester City,23
Cengiz Ünder,2021-05-25,€18.00m,Leicester City,23
Cenk Tosun,2009-11-09,€100Th.,Eintracht Frankfurt,18
Cenk Tosun,2010-06-13,€250Th.,Eintracht Frankfurt,19
Cenk Tosun,2010-11-23,€400Th.,Eintracht Frankfurt,19
Cenk Tosun,2011-07-01,€3.50m,Gaziantepspor,20
Cenk Tosun,2017-10-06,€10.50m,Besiktas JK,26
Cenk Tosun,2018-05-28,€23.00m,Everton FC,26
Cenk Tosun,2018-12-19,€20.00m,Everton FC,27
Cenk Tosun,2019-09-12,€15.00m,Everton FC,28
Cenk Tosun,2020-04-08,€12.00m,Everton FC,28
Cenk Tosun,2020-10-13,€9.00m,Everton FC,29
Cenk Tosun,2020-12-17,€7.00m,Everton FC,29
Cenk Tosun,2021-03-16,€6.00m,Besiktas JK,29
Cenk Tosun,2021-10-05,€3.00m,Everton FC,30
Chicharito,2010-04-27,€6.00m,Deportivo Guadalajara,21
Chicharito,2011-02-01,€11.00m,Manchester United,22
Chicharito,2011-08-08,€19.00m,Manchester United,23
Chicharito,2012-02-06,€20.00m,Manchester United,23
Chicharito,2012-06-24,€18.00m,Manchester United,24
Chicharito,2013-01-28,€22.00m,Manchester United,24
Chicharito,2013-07-02,€22.00m,Manchester United,25
Chicharito,2014-01-15,€16.00m,Manchester United,25
Chicharito,2014-08-12,€14.00m,Manchester United,26
Chicharito,2015-01-23,€10.00m,Real Madrid,26
Chicharito,2015-07-01,€10.00m,Manchester United,27
Chicharito,2016-02-15,€18.00m,Bayer 04 Leverkusen,27
Chicharito,2016-07-22,€22.00m,Bayer 04 Leverkusen,28
Chicharito,2016-10-13,€25.00m,Bayer 04 Leverkusen,28
Chicharito,2017-06-19,€18.00m,Bayer 04 Leverkusen,29
Chicharito,2018-01-02,€18.00m,West Ham United,29
Chicharito,2018-05-28,€15.00m,West Ham United,29
Chicharito,2018-10-17,€12.00m,West Ham United,30
Chicharito,2019-12-20,€9.00m,Sevilla FC,31
Chicharito,2020-02-28,€8.50m,Los Angeles Galaxy,31
Chicharito,2020-08-26,€6.50m,Los Angeles Galaxy,32
Chicharito,2020-11-13,€3.00m,Los Angeles Galaxy,32
Chicharito,2021-07-09,€2.00m,Los Angeles Galaxy,33
Chris Smalling,2012-02-06,€15.00m,Manchester United,22
Chris Smalling,2012-06-24,€15.00m,Manchester United,22
Chris Smalling,2013-01-28,€14.00m,Manchester United,23
Chris Smalling,2013-07-02,€12.00m,Manchester United,23
Chris Smalling,2014-01-15,€12.00m,Manchester United,24
Chris Smalling,2014-08-12,€12.00m,Manchester United,24
Chris Smalling,2016-02-09,€19.00m,Manchester United,26
Chris Smalling,2016-06-01,€20.00m,Manchester United,26
Chris Smalling,2017-02-20,€20.00m,Manchester United,27
Chris Smalling,2017-06-28,€18.00m,Manchester United,27
Chris Smalling,2018-01-02,€18.00m,Manchester United,28
Chris Smalling,2018-05-28,€18.00m,Manchester United,28
Chris Smalling,2019-12-12,€20.00m,AS Roma,30
Chris Smalling,2020-04-08,€16.00m,AS Roma,30
Chris Smalling,2020-08-25,€20.00m,Manchester United,30
Chris Smalling,2020-12-29,€17.00m,AS Roma,31
Chris Smalling,2021-03-23,€15.00m,AS Roma,31
Chris Wood,2013-07-11,€2.00m,Leicester City,21
Chris Wood,2015-09-24,€2.50m,Leeds United,23
Chris Wood,2016-04-20,€2.50m,Leeds United,24
Chris Wood,2017-10-23,€12.00m,Burnley FC,25
Chris Wood,2019-06-13,€18.00m,Burnley FC,27
Chris Wood,2019-12-10,€18.00m,Burnley FC,28
Chris Wood,2020-04-08,€14.50m,Burnley FC,28
Chris Wood,2020-10-13,€12.00m,Burnley FC,28
Chris Wood,2021-03-18,€8.00m,Burnley FC,29
Christian Eriksen,2015-02-12,€27.00m,Tottenham Hotspur,22
Christian Eriksen,2015-07-01,€27.00m,Tottenham Hotspur,23
Christian Eriksen,2016-02-09,€29.00m,Tottenham Hotspur,23
Christian Eriksen,2016-08-01,€31.00m,Tottenham Hotspur,24
Christian Eriksen,2017-02-20,€35.00m,Tottenham Hotspur,25
Christian Eriksen,2017-06-28,€40.00m,Tottenham Hotspur,25
Christian Eriksen,2017-10-23,€50.00m,Tottenham Hotspur,25
Christian Eriksen,2018-05-28,€80.00m,Tottenham Hotspur,26
Christian Eriksen,2019-12-10,€90.00m,Tottenham Hotspur,27
Christian Eriksen,2020-03-03,€85.00m,Inter Milan,28
Christian Eriksen,2020-08-25,€60.00m,Inter Milan,28
Christian Eriksen,2020-10-29,€50.00m,Inter Milan,28
Christian Eriksen,2021-05-26,€40.00m,Inter Milan,29
Christian Kouamé,2018-12-20,€14.00m,Genoa CFC,21
Christian Kouamé,2019-06-06,€15.00m,Genoa CFC,21
Christian Kouamé,2019-10-08,€22.00m,Genoa CFC,21
Christian Kouamé,2019-12-12,€22.00m,Genoa CFC,22
Christian Kouamé,2020-04-08,€17.50m,ACF Fiorentina,22
Christian Kouamé,2020-08-25,€17.50m,ACF Fiorentina,22
Christian Kouamé,2020-12-29,€14.00m,ACF Fiorentina,23
Christian Kouamé,2021-03-23,€12.00m,ACF Fiorentina,23
Christian Kouamé,2021-06-03,€8.50m,ACF Fiorentina,23
Christopher Nkunku,2018-06-04,€10.00m,Paris Saint-Germain,20
Christopher Nkunku,2018-10-24,€12.00m,Paris Saint-Germain,20
Christopher Nkunku,2019-06-03,€12.00m,Paris Saint-Germain,21
Christopher Nkunku,2020-03-11,€35.00m,RB Leipzig,22
Cristian Romero,2017-02-13,€2.00m,Club Atlético Belgrano,18
Cristian Romero,2017-10-09,€1.00m,Club Atlético Belgrano,19
Cristian Romero,2019-03-01,€15.00m,Genoa CFC,20
Cristian Romero,2019-06-06,€15.00m,Genoa CFC,21
Cristian Romero,2019-12-12,€15.00m,Genoa CFC,21
Cristiano Ronaldo,2010-04-12,€75.00m,Real Madrid,25
Cristiano Ronaldo,2011-02-04,€90.00m,Real Madrid,25
Cristiano Ronaldo,2011-07-29,€90.00m,Real Madrid,26
Cristiano Ronaldo,2012-02-03,€90.00m,Real Madrid,26
Cristiano Ronaldo,2012-08-07,€100.00m,Real Madrid,27
Cristiano Ronaldo,2013-01-10,€100.00m,Real Madrid,27
Cristiano Ronaldo,2014-01-23,€100.00m,Real Madrid,28
Cristiano Ronaldo,2014-07-20,€100.00m,Real Madrid,29
Cristiano Ronaldo,2014-10-22,€120.00m,Real Madrid,29
Cristiano Ronaldo,2015-07-01,€120.00m,Real Madrid,30
Cristiano Ronaldo,2015-11-22,€110.00m,Real Madrid,30
Cristiano Ronaldo,2016-02-22,€110.00m,Real Madrid,31
Cristiano Ronaldo,2016-06-01,€110.00m,Real Madrid,31
Cristiano Ronaldo,2017-01-24,€100.00m,Real Madrid,31
Cristiano Ronaldo,2018-01-01,€120.00m,Real Madrid,32
Cristiano Ronaldo,2018-05-30,€100.00m,Real Madrid,33
Cristiano Ronaldo,2018-12-20,€100.00m,Juventus FC,33
Cristiano Ronaldo,2019-12-12,€75.00m,Juventus FC,34
Cristiano Ronaldo,2020-04-08,€60.00m,Juventus FC,35
Cristiano Ronaldo,2020-08-25,€60.00m,Juventus FC,35
Cristiano Ronaldo,2020-12-29,€60.00m,Juventus FC,35
Cristiano Ronaldo,2021-03-23,€50.00m,Juventus FC,36
Dalbert,2017-10-13,€12.00m,Inter Milan,24
Dalbert,2017-12-29,€12.00m,Inter Milan,24
Dalbert,2018-06-07,€12.00m,Inter Milan,24
Dalbert,2018-12-20,€12.00m,Inter Milan,25
Dalbert,2020-04-08,€9.50m,ACF Fiorentina,26
Dalbert,2020-08-25,€9.00m,ACF Fiorentina,26
Dalbert,2021-01-07,€6.00m,Stade Rennais FC,27
Dalbert,2021-04-09,€5.00m,Stade Rennais FC,27
Dan Burn,2014-01-15,€500Th.,Fulham FC,21
Dan Burn,2014-08-25,€500Th.,Fulham FC,22
