player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,"Aug 5, 1995",168,right,Central Midfield,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/stefano-sensi/marktwertverlauf/spieler/216179,https://www.transfermarkt.com/stefano-sensi/leistungsdaten/spieler/216179,216179
Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,"Jun 11, 1999",190,left,Attacking Midfield,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,80000000,2020,https://www.transfermarkt.com/kai-havertz/marktwertverlauf/spieler/309400,https://www.transfermarkt.com/kai-havertz/leistungsdaten/spieler/309400,309400
Leroy Sané,https://www.transfermarkt.com/leroy-sane/profil/spieler/192565,"Jan 11, 1996",183,left,Left Winger,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,60000000,2020,https://www.transfermarkt.com/leroy-sane/marktwertverlauf/spieler/192565,https://www.transfermarkt.com/leroy-sane/leistungsdaten/spieler/192565,192565
Timo Werner,https://www.transfermarkt.com/timo-werner/profil/spieler/170527,"Mar 6, 1996",180,right,Centre-Forward,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2020,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,53000000,2020,https://www.transfermarkt.com/timo-werner/marktwertverlauf/spieler/170527,https://www.transfermarkt.com/timo-werner/leistungsdaten/spieler/170527,170527
Miralem Pjanic,https://www.transfermarkt.com/miralem-pjanic/profil/spieler/44162,"Apr 2, 1990",180,right,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,60000000,2020,https://www.transfermarkt.com/miralem-pjanic/marktwertverlauf/spieler/44162,https://www.transfermarkt.com/miralem-pjanic/leistungsdaten/spieler/44162,44162
Mauro Icardi,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863,"Feb 19, 1993",181,right,Centre-Forward,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,50000000,2020,https://www.transfermarkt.com/mauro-icardi/marktwertverlauf/spieler/68863,https://www.transfermarkt.com/mauro-icardi/leistungsdaten/spieler/68863,68863
Arthur,https://www.transfermarkt.com/arthur/profil/spieler/362842,"Aug 12, 1996",172,right,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,76000000,2020,https://www.transfermarkt.com/arthur/marktwertverlauf/spieler/362842,https://www.transfermarkt.com/arthur/leistungsdaten/spieler/362842,362842
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,"Nov 4, 1998",181,right,Right-Back,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,43000000,2020,https://www.transfermarkt.com/achraf-hakimi/marktwertverlauf/spieler/398073,https://www.transfermarkt.com/achraf-hakimi/leistungsdaten/spieler/398073,398073
Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,"Dec 21, 1996",180,left,Left-Back,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2020,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,50200000,2020,https://www.transfermarkt.com/ben-chilwell/marktwertverlauf/spieler/316125,https://www.transfermarkt.com/ben-chilwell/leistungsdaten/spieler/316125,316125
Thomas Partey,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,"Jun 13, 1993",185,right,Defensive Midfield,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,50000000,2020,https://www.transfermarkt.com/thomas-partey/marktwertverlauf/spieler/230784,https://www.transfermarkt.com/thomas-partey/leistungsdaten/spieler/230784,230784
Nicolò Barella,https://www.transfermarkt.com/nicolo-barella/profil/spieler/255942,"Feb 7, 1997",172,right,Central Midfield,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,32500000,2020,https://www.transfermarkt.com/nicolo-barella/marktwertverlauf/spieler/255942,https://www.transfermarkt.com/nicolo-barella/leistungsdaten/spieler/255942,255942
Thiago,https://www.transfermarkt.com/thiago/profil/spieler/60444,"Apr 11, 1991",174,right,Central Midfield,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,22000000,2020,https://www.transfermarkt.com/thiago/marktwertverlauf/spieler/60444,https://www.transfermarkt.com/thiago/leistungsdaten/spieler/60444,60444
Federico Chiesa,https://www.transfermarkt.com/federico-chiesa/profil/spieler/341092,"Oct 25, 1997",175,right,Right Winger,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,12600000,2020,https://www.transfermarkt.com/federico-chiesa/marktwertverlauf/spieler/341092,https://www.transfermarkt.com/federico-chiesa/leistungsdaten/spieler/341092,341092
Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,"Feb 29, 2000",182,right,Right Winger,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2020,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2020,33500000,2020,https://www.transfermarkt.com/ferran-torres/marktwertverlauf/spieler/398184,https://www.transfermarkt.com/ferran-torres/leistungsdaten/spieler/398184,398184
Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,"Dec 4, 1996",178,right,Centre-Forward,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2020,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,44700000,2020,https://www.transfermarkt.com/diogo-jota/marktwertverlauf/spieler/340950,https://www.transfermarkt.com/diogo-jota/leistungsdaten/spieler/340950,340950
Victor Osimhen,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923,"Dec 29, 1998",186,right,Centre-Forward,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2020,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,75000000,2020,https://www.transfermarkt.com/victor-osimhen/marktwertverlauf/spieler/401923,https://www.transfermarkt.com/victor-osimhen/leistungsdaten/spieler/401923,401923
Giovani Lo Celso,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,"Apr 9, 1996",177,left,Central Midfield,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2020,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,32000000,2020,https://www.transfermarkt.com/giovani-lo-celso/marktwertverlauf/spieler/348795,https://www.transfermarkt.com/giovani-lo-celso/leistungsdaten/spieler/348795,348795
Nélson Semedo,https://www.transfermarkt.com/nelson-semedo/profil/spieler/231572,"Nov 16, 1993",177,right,Right-Back,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2020,32000000,2020,https://www.transfermarkt.com/nelson-semedo/marktwertverlauf/spieler/231572,https://www.transfermarkt.com/nelson-semedo/leistungsdaten/spieler/231572,231572
Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,"Mar 6, 1991",182,left,Second Striker,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2020,England,Premier League,Leeds United,https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2020,30000000,2020,https://www.transfermarkt.com/rodrigo/marktwertverlauf/spieler/131505,https://www.transfermarkt.com/rodrigo/leistungsdaten/spieler/131505,131505
Martin Ødegaard,https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264,"Dec 17, 1998",178,left,Attacking Midfield,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,2000000,2020,https://www.transfermarkt.com/martin-odegaard/marktwertverlauf/spieler/316264,https://www.transfermarkt.com/martin-odegaard/leistungsdaten/spieler/316264,316264
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,"Oct 23, 1992",187,right,Centre-Forward,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,35000000,2020,https://www.transfermarkt.com/alvaro-morata/marktwertverlauf/spieler/128223,https://www.transfermarkt.com/alvaro-morata/leistungsdaten/spieler/128223,128223
Álvaro Morata,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,"Oct 23, 1992",187,right,Centre-Forward,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,20000000,2020,https://www.transfermarkt.com/alvaro-morata/marktwertverlauf/spieler/128223,https://www.transfermarkt.com/alvaro-morata/leistungsdaten/spieler/128223,128223
Wesley Fofana,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,"Dec 17, 2000",190,right,Centre-Back,France,Ligue 1,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2020,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2020,35000000,2020,https://www.transfermarkt.com/wesley-fofana/marktwertverlauf/spieler/475411,https://www.transfermarkt.com/wesley-fofana/leistungsdaten/spieler/475411,475411
Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,"Sep 21, 1993",185,right,Left Winger,Germany,Bundesliga,Eintracht Frankfurt,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2020,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2020,6700000,2020,https://www.transfermarkt.com/ante-rebic/marktwertverlauf/spieler/187587,https://www.transfermarkt.com/ante-rebic/leistungsdaten/spieler/187587,187587
Mattéo Guendouzi,https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830,"Apr 14, 1999",185,right,Central Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2020,1000000,2020,https://www.transfermarkt.com/matteo-guendouzi/marktwertverlauf/spieler/465830,https://www.transfermarkt.com/matteo-guendouzi/leistungsdaten/spieler/465830,465830
James Rodríguez,https://www.transfermarkt.com/james-rodriguez/profil/spieler/88103,"Jul 12, 1991",181,left,Attacking Midfield,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/james-rodriguez/marktwertverlauf/spieler/88103,https://www.transfermarkt.com/james-rodriguez/leistungsdaten/spieler/88103,88103
Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,"Dec 16, 1996",178,left,Left-Back,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,30000000,2020,https://www.transfermarkt.com/sergio-reguilon/marktwertverlauf/spieler/282429,https://www.transfermarkt.com/sergio-reguilon/leistungsdaten/spieler/282429,282429
Moussa Dembélé,https://www.transfermarkt.com/moussa-dembele/profil/spieler/229004,"Jul 12, 1996",183,right,Centre-Forward,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2020,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,1500000,2020,https://www.transfermarkt.com/moussa-dembele/marktwertverlauf/spieler/229004,https://www.transfermarkt.com/moussa-dembele/leistungsdaten/spieler/229004,229004
Takefusa Kubo,https://www.transfermarkt.com/takefusa-kubo/profil/spieler/405398,"Jun 4, 2001",173,left,Right Winger,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2020,1250000,2020,https://www.transfermarkt.com/takefusa-kubo/marktwertverlauf/spieler/405398,https://www.transfermarkt.com/takefusa-kubo/leistungsdaten/spieler/405398,405398
Lucas Torreira,https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077,"Feb 11, 1996",166,right,Defensive Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/lucas-torreira/marktwertverlauf/spieler/318077,https://www.transfermarkt.com/lucas-torreira/leistungsdaten/spieler/318077,318077
Allan,https://www.transfermarkt.com/allan/profil/spieler/126422,"Jan 8, 1991",175,right,Defensive Midfield,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,23600000,2020,https://www.transfermarkt.com/allan/marktwertverlauf/spieler/126422,https://www.transfermarkt.com/allan/leistungsdaten/spieler/126422,126422
Kevin Volland,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,"Jul 30, 1992",179,left,Second Striker,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,11000000,2020,https://www.transfermarkt.com/kevin-volland/marktwertverlauf/spieler/82009,https://www.transfermarkt.com/kevin-volland/leistungsdaten/spieler/82009,82009
Luis Suárez,https://www.transfermarkt.com/luis-suarez/profil/spieler/44352,"Jan 24, 1987",182,right,Centre-Forward,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,7000000,2020,https://www.transfermarkt.com/luis-suarez/marktwertverlauf/spieler/44352,https://www.transfermarkt.com/luis-suarez/leistungsdaten/spieler/44352,44352
Gareth Bale,https://www.transfermarkt.com/gareth-bale/profil/spieler/39381,"Jul 16, 1989",185,left,Right Winger,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2020,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/gareth-bale/marktwertverlauf/spieler/39381,https://www.transfermarkt.com/gareth-bale/leistungsdaten/spieler/39381,39381
Patrik Schick,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,"Jan 24, 1996",191,left,Centre-Forward,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,26500000,2020,https://www.transfermarkt.com/patrik-schick/marktwertverlauf/spieler/242086,https://www.transfermarkt.com/patrik-schick/leistungsdaten/spieler/242086,242086
